Query ID,Query,Book ID,Title,Author,Words (萬),Status,Tags,Intro,Score (0-3),Comment
q1,"現在對於小說的要求越來越高了，
而且慢慢的發現現在除了狗糧基本上都看不進去，
連以很喜歡的異世界主題都看不進去了，
好想念從前那個什麼都可以看得很快樂的自己

說回主題，希望可以找到沒看過的狗糧系小說，
可以接受小刀，但一定要無黃毛無牛頭人，
但背景自帶沈重的例如「戀愛光譜」「刮鬍」這一類的也不喜歡，
黨爭就...看情況吧但其實我也一般般",3f323c6f-30ee-571a-a5a7-d7b08e5c5106,關於鄰家的天使大人不知不覺把我慣成了廢人這檔子事【Web版】,佐伯さん,75.3,連載,"校園, 青春, 戀愛, 歡樂向, syosetu, Web輕小說",藤宮周住的公寓鄰家住著學校人氣第一的可愛天使。椎名真晝優秀而貌美，以至於被喚作天使。而周是並無特別出彩之處的普通學生。他原本以為，雖然她是鄰居，但自己從過去到未來都不會和她扯上關係。這一想法，持續到了周遇見雨中濕透的天使為止。「人情我會還的。說起來，房間最好整理一下。簡直看不下去」「要你多管」天使大人說話有些嚴格。周與她的關係，從硬塞給她傘之後開始。她在周感冒時前來照料；指責周不愛護身體而來幫忙做飯；進行共同作業（打掃房間）；與周一起出門……真晝最初冷淡，而後逐漸變得開始撒嬌。周一開始消極怕麻煩，卻也不知何時敞開了心扉。這是不坦率的兩人逐漸走近的故事。,3,使用者明確要求「狗糧系」小說，且排斥牛頭人（NTR）及沈重背景。推薦的這本書是典型的校園純愛、甜寵作品，內容聚焦於男女主角互相照顧與感情升溫，完全符合「狗糧」且無沈重設定或背叛情節，極其符合使用者需求。
q1,"現在對於小說的要求越來越高了，
而且慢慢的發現現在除了狗糧基本上都看不進去，
連以很喜歡的異世界主題都看不進去了，
好想念從前那個什麼都可以看得很快樂的自己

說回主題，希望可以找到沒看過的狗糧系小說，
可以接受小刀，但一定要無黃毛無牛頭人，
但背景自帶沈重的例如「戀愛光譜」「刮鬍」這一類的也不喜歡，
黨爭就...看情況吧但其實我也一般般",2382b6d1-1c6f-522f-ae16-d6017b55b3f1,關於我在無意間被隔壁的天使變成廢柴這件事,佐伯さん,149.5,連載,"校園, 青春, 戀愛, 歡樂向, GA文庫, 日本輕小說",藤宮周所住公寓的隔壁，住著學校第一的美少女椎名真晝。自從周看到真晝在雨中淋得全身濕透而把傘借給她以後，原本並無交集的兩人便開始了奇妙的交流。真晝看不下去周自甘墮落的獨居生活，於是開始幫他做飯、打掃房間，在各方面照顧著周。真晝渴望家人間的聯繫，逐漸敞開心房，開始懂得撒嬌；然而，周沒有自信能接受她的好意。儘管兩人不夠坦率，仍然漸漸縮短彼此間的距離……本作於「成為小說家吧」網站獲得讀者們大力支持，為主角與冷淡卻可愛的鄰居間甜蜜而令人焦急的戀愛故事。,3,用戶明確要求尋找「狗糧系」小說，且排斥 NTR、牛頭人以及沈重的背景設定。推薦的小說《關於我在無意間被隔壁的天使變成廢柴這件事》是一部典型的純愛校園作品，劇情甜蜜、氣氛輕鬆，完全符合用戶對「狗糧」的需求且避開了所有雷點，是非常完美的匹配。
q1,"現在對於小說的要求越來越高了，
而且慢慢的發現現在除了狗糧基本上都看不進去，
連以很喜歡的異世界主題都看不進去了，
好想念從前那個什麼都可以看得很快樂的自己

說回主題，希望可以找到沒看過的狗糧系小說，
可以接受小刀，但一定要無黃毛無牛頭人，
但背景自帶沈重的例如「戀愛光譜」「刮鬍」這一類的也不喜歡，
黨爭就...看情況吧但其實我也一般般",b30c72c3-1358-5c56-8d82-51aca3b2f579,千萬不要心動啊,icet,3.3,連載,"校園, 青春, 戀愛, 青春日常, 華文輕小說",【慢熱高糖分，狗糧起搏器！】重新遇到自己小時的青梅竹馬是什麼體驗？我，萬里，作為一名合格且普通的男高中生。我，千希，作為一名優秀且怕生的女高中生。「為什麼，有這麼多奇奇怪怪的巧合啊！」千希：「根本...根本不敢看他的眼睛啊！......,3,用戶明確要求尋找「狗糧系」小說，且希望氛圍輕鬆、無 NTR、無沉重背景。推薦書籍標註為「高糖分」、「狗糧起搏器」，且主題為校園青梅竹馬的青春日常，完美符合用戶對純甜、輕快戀愛故事的需求。
q1,"現在對於小說的要求越來越高了，
而且慢慢的發現現在除了狗糧基本上都看不進去，
連以很喜歡的異世界主題都看不進去了，
好想念從前那個什麼都可以看得很快樂的自己

說回主題，希望可以找到沒看過的狗糧系小說，
可以接受小刀，但一定要無黃毛無牛頭人，
但背景自帶沈重的例如「戀愛光譜」「刮鬍」這一類的也不喜歡，
黨爭就...看情況吧但其實我也一般般",35040b47-e497-5c5c-96d1-519b04b43963,我可以對無比賢惠的妻子撒嬌嗎？,斧名田マニマニ,13.4,完結,"青春, 戀愛, syosetu, Web輕小說",「新山湊人君……！是，是否……能讓我成為你的妻子呢……？」被學園第一的美少女 花江凜戀 求婚，在莫名其妙的時候開始了我的新婚生活。我那非常可愛的妻子，每天都很高興地跟在我後面，甚至一刻也不想離開我身邊。在清潔、洗滌、烹飪、縫紉和一般家務方面都很完美，就像一個專業人士一樣，擁有妻子的所有技能。除此以外，她還非常投入。「為了湊人君能過一輩子快樂的生活，我試著通過投資積累了一筆財產。隨便花吧……!」這樣過度的服務也是家常便飯。此外，當我說一句表揚的話『太棒了』時，她就會像翻板一樣搖動她那看不見的尾巴，這很可愛。是的，在我面前的凜子，就像非常喜歡主人的小狗一樣。但是，不能自滿。這是契約結婚——。她並不是愛上我了。——明明是這樣，當我問她「為什麼要為我付出那麼多」時，她鼓起臉頰說道:「湊人，你太遲鈍了……」。呃……我們做的是契約結婚吧……?這是一個從零交往日結婚開始，只是一味幸福的單相思愛情故事。,3,用戶要求尋找純粹的「狗糧系」（甜寵）小說，明確排除 NTR（黃毛/牛頭人）以及沉重背景。推薦的小說描述為「一味幸福的單相思愛情故事」，且妻子對主角極其溫柔且全心全意，完全符合用戶對純甜、無壓力、無背叛的情節需求，是非常理想的匹配。
q1,"現在對於小說的要求越來越高了，
而且慢慢的發現現在除了狗糧基本上都看不進去，
連以很喜歡的異世界主題都看不進去了，
好想念從前那個什麼都可以看得很快樂的自己

說回主題，希望可以找到沒看過的狗糧系小說，
可以接受小刀，但一定要無黃毛無牛頭人，
但背景自帶沈重的例如「戀愛光譜」「刮鬍」這一類的也不喜歡，
黨爭就...看情況吧但其實我也一般般",61ca5a3e-9499-5033-9fc1-2d5688b902bc,與人氣聲優甜甜蜜蜜步入禮堂的戀愛喜劇,淺岡旭,17.7,連載,"職場, 青春, 戀愛, 歡樂向, 富士見文庫, 日本輕小說",與最喜歡的女性聲優一同度過，卿卿我我的新婚生活相崎優香，動畫業界的人氣聲優，通稱相醬。相醬那惹人喜愛的聲音超級可愛！但其實她在剛出道時，只是個沒什麼名氣的新人，身為真愛粉的本人在事務所內發誓要讓她成為人氣聲優後，我成為了她的經紀人。之後過了3年，手上的企劃案成功使她攀上人氣聲優的寶座，再我向她進行了愛的告白/求婚後 ，我們順利的結婚了！「謝謝你，經紀人……。一直以來都在背後支撐著我……。 我也喜歡你！」被最喜歡的她所依靠，引導她成為聲優業界No.1的經紀人生活正式拉開序幕！,3,用戶明確要求尋找「狗糧系」且無黃毛/NTR、無沉重背景的甜寵小說。推薦書籍為典型的甜美戀愛喜劇，描述經紀人與聲優的甜蜜新婚生活，標籤為「歡樂向」，完全符合用戶對純甜、無壓力閱讀的需求。
q1,"現在對於小說的要求越來越高了，
而且慢慢的發現現在除了狗糧基本上都看不進去，
連以很喜歡的異世界主題都看不進去了，
好想念從前那個什麼都可以看得很快樂的自己

說回主題，希望可以找到沒看過的狗糧系小說，
可以接受小刀，但一定要無黃毛無牛頭人，
但背景自帶沈重的例如「戀愛光譜」「刮鬍」這一類的也不喜歡，
黨爭就...看情況吧但其實我也一般般",17278069-fad9-59ae-91ff-382e5a020041,替雙親還債的條件是和全日本最可愛的女高中生一起生活,雨音惠,48.8,完結,"校園, 青春, 戀愛, 歡樂向, Fami通文庫, 日本輕小說",糖度300%的同居愛情喜劇。主人公吉住勇也被迫償還逃亡海外的父母留下的債務。拯救了這樣窮途末路的人生危機的是被選為日本最可愛女高中同級生一葉楓。但是那裡有內幕。作為代還借款的回報所要求的是——「償還借款的條件是————和我同居」「為什麼會變成這樣！？」以這一天為始點勇也的日常生活開始崩潰。「勇也君。一起洗澡吧」「勇也君。請成為我的抱枕」「適可而止啊一葉小姐！」雖是美少女卻很天然的一葉楓和認真而穩重的吉住勇也之間的愛情輕喜劇，在此開幕！,3,推薦書籍為糖度極高的同居戀愛喜劇，完全符合用戶對「狗糧系」小說的需求。且標籤為「歡樂向」，避開了用戶不喜歡的沈重背景，且無牛頭人（NTR）傾向，是非常契合的選擇。
q1,"現在對於小說的要求越來越高了，
而且慢慢的發現現在除了狗糧基本上都看不進去，
連以很喜歡的異世界主題都看不進去了，
好想念從前那個什麼都可以看得很快樂的自己

說回主題，希望可以找到沒看過的狗糧系小說，
可以接受小刀，但一定要無黃毛無牛頭人，
但背景自帶沈重的例如「戀愛光譜」「刮鬍」這一類的也不喜歡，
黨爭就...看情況吧但其實我也一般般",22514cde-e803-54cc-bdbe-34275650d8f8,好感度120%的北條同學似乎願意為我做任何事……,本田セカイ,22.0,完結,"校園, 歡樂向, 青春, 戀愛, 角川文庫, 日本輕小說",我能夠看見『別人對我的好感度』。話雖如此，大多數人都是止於『點頭之交』的40％左右，但是才貌雙全的千金小姐轉學生‧北條朱雀──對我的好感度居然高達120％!?在班上總是表現得很端莊的北條，在我面前卻是無比主動!!她沒事就跟我說「我只是想要握住你的手而已」，或是「我想要讓你欣賞我的ＣＯＳＰＬＡＹ打扮」。即使我和班上的現充女孩成為好朋友，她也只是輕描淡寫地說了一句：「你想和誰交朋友是你的自由。畢竟我深深地愛著你就好。」完全沒把這當成一回事!!而且，面對我提出的『無理要求』，北條居然真的願意聽從!?甚至斬釘截鐵地表示：「如果這就是你的願望的話，我沒有理由不聽從。」和好感度突破極限的通通肯定系女孩，共譜甜蜜的學園愛情喜劇!!,3,用戶希望尋找純粹的「狗糧」（甜蜜戀愛）小說，明確要求排除 NTR、牛頭人以及沈重的背景設定。推薦的書籍標籤為「歡樂向」、「戀愛」，內容描述為甜蜜的學園愛情喜劇，且女主角對男主角具有極高好感且絕對忠誠，完全符合用戶對輕鬆、甜蜜且無壓力戀愛故事的需求。
q1,"現在對於小說的要求越來越高了，
而且慢慢的發現現在除了狗糧基本上都看不進去，
連以很喜歡的異世界主題都看不進去了，
好想念從前那個什麼都可以看得很快樂的自己

說回主題，希望可以找到沒看過的狗糧系小說，
可以接受小刀，但一定要無黃毛無牛頭人，
但背景自帶沈重的例如「戀愛光譜」「刮鬍」這一類的也不喜歡，
黨爭就...看情況吧但其實我也一般般",d07bca35-ac7b-5b46-96b9-b7eb2ac4806d,即使平日里是正經的班長也能當你的女朋友嗎？,コイル,9.6,連載,"校園, 戀愛, 青春, 歡樂向, 電擊文庫, 日本輕小說",本應該一本正經的班長，卻只在兩人獨處的時候表現得超級可愛！我無論如何也沒法安分地呆在家裡，一到晚上就會去商業街打工。有一天，我幫助了被惡徒纏上的辣妹……而那個辣妹竟是班上的班長——吉野紗良同學！「總是緊繃著弦做事情也太累了，所以偶爾會『變身』成真實的自己」我們形成了擁有夥伴意識，彼此間能窺探真實一面的秘密朋友關係。「話雖如此，但沒想到上了高中還能和女孩子一起玩扔石頭的遊戲」「挺好的呀，非常開心哦！對了，我還想和你一起去粗點心店！」實際上，吉野同學非常地天真無邪，稚氣十足。一段真摯純樸、卻又帶點【不太妙】的朋友關係就此開幕！,3,使用者明確要求「狗糧系」且排除「沈重背景」與「NTR/黃毛」元素。推薦的小說標籤為「歡樂向」、「戀愛」，內容描述為純樸且甜美的校園秘密戀情，完全符合使用者想要輕鬆、甜蜜閱讀體驗的需求，且沒有任何沈重或負面元素。
q1,"現在對於小說的要求越來越高了，
而且慢慢的發現現在除了狗糧基本上都看不進去，
連以很喜歡的異世界主題都看不進去了，
好想念從前那個什麼都可以看得很快樂的自己

說回主題，希望可以找到沒看過的狗糧系小說，
可以接受小刀，但一定要無黃毛無牛頭人，
但背景自帶沈重的例如「戀愛光譜」「刮鬍」這一類的也不喜歡，
黨爭就...看情況吧但其實我也一般般",94958e14-0101-582b-b59b-8e1aa9f870ad,無論是飲酒還是和前輩女友的甜蜜同居戀愛喜劇都要從20歲之後才能開始,こばやJ,4.6,連載,"校園, 青春, 戀愛, 歡樂向, kakuyomu, Web輕小說",「我們，差不多該開始同居了吧？」在主人公·鈴木孝志的二十歲生日那天，既是同一所大學的前輩又是女朋友的大谷紅葉提出了這個意想不到的建議。而且，這還是雙親公認的同居，孝志對此感到十分困擾。跟平時很認真但是在男朋友面前卻十分嬌羞的紅葉同居也不是不行，同居生活對孝志來說充滿了魅力。就這樣雙親公認的與前輩女友的同居生活開始了。這段生活比孝志想像中更加甜蜜，但又充滿了想都沒想過的艱難之處……。微妙地處於孩子與大人分界線之間的有點過激的大學生戀愛喜劇開始了！！,3,用戶要求純粹的「狗糧」小說，且明確排斥 NTR、沉重背景和過多黨爭。推薦的小說是一部校園戀愛喜劇，主打甜蜜同居，標籤為「歡樂向」，完全符合用戶對輕快、甜蜜氛圍的需求，且沒有任何違背用戶禁忌的元素。
q1,"現在對於小說的要求越來越高了，
而且慢慢的發現現在除了狗糧基本上都看不進去，
連以很喜歡的異世界主題都看不進去了，
好想念從前那個什麼都可以看得很快樂的自己

說回主題，希望可以找到沒看過的狗糧系小說，
可以接受小刀，但一定要無黃毛無牛頭人，
但背景自帶沈重的例如「戀愛光譜」「刮鬍」這一類的也不喜歡，
黨爭就...看情況吧但其實我也一般般",d3a45ca7-aeef-58be-a2ef-e3fc11ab75e4,是啊，確實很可愛呢,刈野ミカタ,13.8,完結,"校園, 奇幻, 青春, 戀愛, 歡樂向, MF文庫J, 日本輕小說",煩人學妹女友與酷嬌學長男友之你們快點結婚吧戀愛喜劇！這本小說是甜寵戀愛喜劇──男女朋友剛開始交往時，兩人青澀時期的紀錄。男方是渡世戒理，17歲的高中一年級生（留級兩次）。他剛從兩年的長眠醒來，是個有隱情的少年。女方的名字是桑折那乃，16歲的高中一年級生。她喜歡化妝打扮和有趣的事物，是個有點煩人的美少女。這對情侶平常的對話大概如下……「學長～♪今天的我也特別可愛對吧～？你可以說些話讚美我哦～」「是啊，確實很可愛呢。」「～～（害羞）」「桑折？」「……你就是這一點讓人傷腦筋，學長！！」。這本書只是描述了有點脫線的學長，毫無自覺地寵愛女友，讓學妹女友害羞臉紅的故事。既沒有女角間的比拚，也沒有毀滅的危機，甜死人不償命的愛情喜劇，開幕。,3,使用者要求的是純粹的「狗糧」系小說，明確排除 NTR（黃毛）、沉重背景以及黨爭。推薦的書籍明確標記為「甜寵戀愛喜劇」，且簡介中特別強調「沒有女角間的比拚（無黨爭）」且「沒有毀滅的危機（不沉重）」，完全符合使用者的所有需求。
